country;placename;frequency;start_date;end_date;year;month;week;deaths;expected_deaths;excess_deaths;baseline
Japan;JPN;monthly;;;2019;1;;141292;;;
Japan;JPN;monthly;;;2019;2;;119039;;;
Japan;JPN;monthly;;;2019;3;;119329;;;
Japan;JPN;monthly;;;2019;4;;112939;;;
Japan;JPN;monthly;;;2019;5;;112258;;;
Japan;JPN;monthly;;;2019;6;;102354;;;
Japan;JPN;monthly;;;2019;7;;106594;;;
Japan;JPN;monthly;;;2019;8;;111436;;;
Japan;JPN;monthly;;;2019;9;;107694;;;
Japan;JPN;monthly;;;2019;10;;114284;;;
Japan;JPN;monthly;;;2019;11;;119462;;;
Japan;JPN;monthly;;;2019;12;;127236;;;
Japan;JPN;monthly;;;2018;1;;138710;;;
Japan;JPN;monthly;;;2018;2;;123734;;;
Japan;JPN;monthly;;;2018;3;;121818;;;
Japan;JPN;monthly;;;2018;4;;109711;;;
Japan;JPN;monthly;;;2018;5;;107914;;;
Japan;JPN;monthly;;;2018;6;;99362;;;
Japan;JPN;monthly;;;2018;7;;107452;;;
Japan;JPN;monthly;;;2018;8;;107112;;;
Japan;JPN;monthly;;;2018;9;;105271;;;
Japan;JPN;monthly;;;2018;10;;114087;;;
Japan;JPN;monthly;;;2018;11;;115546;;;
Japan;JPN;monthly;;;2018;12;;124048;;;
Japan;JPN;monthly;;;2017;1;;135091;;;
Japan;JPN;monthly;;;2017;2;;117624;;;
Japan;JPN;monthly;;;2017;3;;121142;;;
Japan;JPN;monthly;;;2017;4;;109205;;;
Japan;JPN;monthly;;;2017;5;;107745;;;
Japan;JPN;monthly;;;2017;6;;98963;;;
Japan;JPN;monthly;;;2017;7;;102832;;;
Japan;JPN;monthly;;;2017;8;;104866;;;
Japan;JPN;monthly;;;2017;9;;101814;;;
Japan;JPN;monthly;;;2017;10;;111154;;;
Japan;JPN;monthly;;;2017;11;;116417;;;
Japan;JPN;monthly;;;2017;12;;125345;;;
Japan;JPN;monthly;;;2016;1;;125424;;;
Japan;JPN;monthly;;;2016;2;;115605;;;
Japan;JPN;monthly;;;2016;3;;116953;;;
Japan;JPN;monthly;;;2016;4;;105915;;;
Japan;JPN;monthly;;;2016;5;;104813;;;
Japan;JPN;monthly;;;2016;6;;96517;;;
Japan;JPN;monthly;;;2016;7;;99737;;;
Japan;JPN;monthly;;;2016;8;;104264;;;
Japan;JPN;monthly;;;2016;9;;101331;;;
Japan;JPN;monthly;;;2016;10;;110312;;;
Japan;JPN;monthly;;;2016;11;;114770;;;
Japan;JPN;monthly;;;2016;12;;123371;;;
Japan;JPN;monthly;;;2015;1;;135449;;;
Japan;JPN;monthly;;;2015;2;;111272;;;
Japan;JPN;monthly;;;2015;3;;114805;;;
Japan;JPN;monthly;;;2015;4;;105757;;;
Japan;JPN;monthly;;;2015;5;;103504;;;
Japan;JPN;monthly;;;2015;6;;95549;;;
Japan;JPN;monthly;;;2015;7;;100200;;;
Japan;JPN;monthly;;;2015;8;;102119;;;
Japan;JPN;monthly;;;2015;9;;99094;;;
Japan;JPN;monthly;;;2015;10;;108753;;;
Japan;JPN;monthly;;;2015;11;;107745;;;
Japan;JPN;monthly;;;2015;12;;117577;;;
United Kingdom;GBR;weekly;01/09/2010;01/15/2010;2010;1;2;14429;;;
United Kingdom;GBR;weekly;01/16/2010;01/22/2010;2010;1;3;13475;;;
United Kingdom;GBR;weekly;01/23/2010;01/29/2010;2010;1;4;12584;;;
United Kingdom;GBR;weekly;01/30/2010;02/05/2010;2010;2;5;11969;;;
United Kingdom;GBR;weekly;02/06/2010;02/12/2010;2010;2;6;11555;;;
United Kingdom;GBR;weekly;02/13/2010;02/19/2010;2010;2;7;11538;;;
United Kingdom;GBR;weekly;02/20/2010;02/26/2010;2010;2;8;11709;;;
United Kingdom;GBR;weekly;02/27/2010;03/05/2010;2010;3;9;11407;;;
United Kingdom;GBR;weekly;03/06/2010;03/12/2010;2010;3;10;11261;;;
United Kingdom;GBR;weekly;03/13/2010;03/19/2010;2010;3;11;11105;;;
United Kingdom;GBR;weekly;03/20/2010;03/26/2010;2010;3;12;10950;;;
United Kingdom;GBR;weekly;03/27/2010;04/02/2010;2010;4;13;9336;;;
United Kingdom;GBR;weekly;04/03/2010;04/09/2010;2010;4;14;10937;;;
United Kingdom;GBR;weekly;04/10/2010;04/16/2010;2010;4;15;11344;;;
United Kingdom;GBR;weekly;04/17/2010;04/23/2010;2010;4;16;10727;;;
United Kingdom;GBR;weekly;04/24/2010;04/30/2010;2010;4;17;10800;;;
United Kingdom;GBR;weekly;05/01/2010;05/07/2010;2010;5;18;9545;;;
United Kingdom;GBR;weekly;05/08/2010;05/14/2010;2010;5;19;10700;;;
United Kingdom;GBR;weekly;05/15/2010;05/21/2010;2010;5;20;10451;;;
United Kingdom;GBR;weekly;05/22/2010;05/28/2010;2010;5;21;10720;;;
United Kingdom;GBR;weekly;05/29/2010;06/04/2010;2010;6;22;9312;;;
United Kingdom;GBR;weekly;06/05/2010;06/11/2010;2010;6;23;10486;;;
United Kingdom;GBR;weekly;06/12/2010;06/18/2010;2010;6;24;9732;;;
United Kingdom;GBR;weekly;06/19/2010;06/25/2010;2010;6;25;9679;;;
United Kingdom;GBR;weekly;06/26/2010;07/02/2010;2010;7;26;10205;;;
United Kingdom;GBR;weekly;07/03/2010;07/09/2010;2010;7;27;9841;;;
United Kingdom;GBR;weekly;07/10/2010;07/16/2010;2010;7;28;9691;;;
United Kingdom;GBR;weekly;07/17/2010;07/23/2010;2010;7;29;9514;;;
United Kingdom;GBR;weekly;07/24/2010;07/30/2010;2010;7;30;9368;;;
United Kingdom;GBR;weekly;07/31/2010;08/06/2010;2010;8;31;9577;;;
United Kingdom;GBR;weekly;08/07/2010;08/13/2010;2010;8;32;9517;;;
United Kingdom;GBR;weekly;08/14/2010;08/20/2010;2010;8;33;9829;;;
United Kingdom;GBR;weekly;08/21/2010;08/27/2010;2010;8;34;9837;;;
United Kingdom;GBR;weekly;08/28/2010;09/03/2010;2010;9;35;8878;;;
United Kingdom;GBR;weekly;09/04/2010;09/10/2010;2010;9;36;10161;;;
United Kingdom;GBR;weekly;09/11/2010;09/17/2010;2010;9;37;9937;;;
United Kingdom;GBR;weekly;09/18/2010;09/24/2010;2010;9;38;10179;;;
United Kingdom;GBR;weekly;09/25/2010;10/01/2010;2010;10;39;9996;;;
United Kingdom;GBR;weekly;10/02/2010;10/08/2010;2010;10;40;10481;;;
United Kingdom;GBR;weekly;10/09/2010;10/15/2010;2010;10;41;10479;;;
United Kingdom;GBR;weekly;10/16/2010;10/22/2010;2010;10;42;10590;;;
United Kingdom;GBR;weekly;10/23/2010;10/29/2010;2010;10;43;10569;;;
United Kingdom;GBR;weekly;10/30/2010;11/05/2010;2010;11;44;10960;;;
United Kingdom;GBR;weekly;11/06/2010;11/12/2010;2010;11;45;10729;;;
United Kingdom;GBR;weekly;11/13/2010;11/19/2010;2010;11;46;10785;;;
United Kingdom;GBR;weekly;11/20/2010;11/26/2010;2010;11;47;10844;;;
United Kingdom;GBR;weekly;11/27/2010;12/03/2010;2010;12;48;10545;;;
United Kingdom;GBR;weekly;12/04/2010;12/10/2010;2010;12;49;12519;;;
United Kingdom;GBR;weekly;12/11/2010;12/17/2010;2010;12;50;12367;;;
United Kingdom;GBR;weekly;12/18/2010;12/24/2010;2010;12;51;12837;;;
United Kingdom;GBR;weekly;12/25/2010;12/31/2010;2010;12;52;11139;;;
United Kingdom;GBR;weekly;01/08/2011;01/14/2011;2011;1;2;14897;;;
United Kingdom;GBR;weekly;01/15/2011;01/21/2011;2011;1;3;13037;;;
United Kingdom;GBR;weekly;01/22/2011;01/28/2011;2011;1;4;12029;;;
United Kingdom;GBR;weekly;01/29/2011;02/04/2011;2011;2;5;11619;;;
United Kingdom;GBR;weekly;02/05/2011;02/11/2011;2011;2;6;11348;;;
United Kingdom;GBR;weekly;02/12/2011;02/18/2011;2011;2;7;11123;;;
United Kingdom;GBR;weekly;02/19/2011;02/25/2011;2011;2;8;10854;;;
United Kingdom;GBR;weekly;02/26/2011;03/04/2011;2011;3;9;10777;;;
United Kingdom;GBR;weekly;03/05/2011;03/11/2011;2011;3;10;10946;;;
United Kingdom;GBR;weekly;03/12/2011;03/18/2011;2011;3;11;11189;;;
United Kingdom;GBR;weekly;03/19/2011;03/25/2011;2011;3;12;11091;;;
United Kingdom;GBR;weekly;03/26/2011;04/01/2011;2011;4;13;10697;;;
United Kingdom;GBR;weekly;04/02/2011;04/08/2011;2011;4;14;10896;;;
United Kingdom;GBR;weekly;04/09/2011;04/15/2011;2011;4;15;10616;;;
United Kingdom;GBR;weekly;04/16/2011;04/22/2011;2011;4;16;9466;;;
United Kingdom;GBR;weekly;04/23/2011;04/29/2011;2011;4;17;9190;;;
United Kingdom;GBR;weekly;04/30/2011;05/06/2011;2011;5;18;11260;;;
United Kingdom;GBR;weekly;05/07/2011;05/13/2011;2011;5;19;11493;;;
United Kingdom;GBR;weekly;05/14/2011;05/20/2011;2011;5;20;10197;;;
United Kingdom;GBR;weekly;05/21/2011;05/27/2011;2011;5;21;10431;;;
United Kingdom;GBR;weekly;05/28/2011;06/03/2011;2011;6;22;9158;;;
United Kingdom;GBR;weekly;06/04/2011;06/10/2011;2011;6;23;10546;;;
United Kingdom;GBR;weekly;06/11/2011;06/17/2011;2011;6;24;10201;;;
United Kingdom;GBR;weekly;06/18/2011;06/24/2011;2011;6;25;9971;;;
United Kingdom;GBR;weekly;06/25/2011;07/01/2011;2011;7;26;9940;;;
United Kingdom;GBR;weekly;07/02/2011;07/08/2011;2011;7;27;9978;;;
United Kingdom;GBR;weekly;07/09/2011;07/15/2011;2011;7;28;9667;;;
United Kingdom;GBR;weekly;07/16/2011;07/22/2011;2011;7;29;9667;;;
United Kingdom;GBR;weekly;07/23/2011;07/29/2011;2011;7;30;9573;;;
United Kingdom;GBR;weekly;07/30/2011;08/05/2011;2011;8;31;9985;;;
United Kingdom;GBR;weekly;08/06/2011;08/12/2011;2011;8;32;9757;;;
United Kingdom;GBR;weekly;08/13/2011;08/19/2011;2011;8;33;9656;;;
United Kingdom;GBR;weekly;08/20/2011;08/26/2011;2011;8;34;9640;;;
United Kingdom;GBR;weekly;08/27/2011;09/02/2011;2011;9;35;8916;;;
United Kingdom;GBR;weekly;09/03/2011;09/09/2011;2011;9;36;10048;;;
United Kingdom;GBR;weekly;09/10/2011;09/16/2011;2011;9;37;9827;;;
United Kingdom;GBR;weekly;09/17/2011;09/23/2011;2011;9;38;9708;;;
United Kingdom;GBR;weekly;09/24/2011;09/30/2011;2011;9;39;10169;;;
United Kingdom;GBR;weekly;10/01/2011;10/07/2011;2011;10;40;9955;;;
United Kingdom;GBR;weekly;10/08/2011;10/14/2011;2011;10;41;9980;;;
United Kingdom;GBR;weekly;10/15/2011;10/21/2011;2011;10;42;9928;;;
United Kingdom;GBR;weekly;10/22/2011;10/28/2011;2011;10;43;10452;;;
United Kingdom;GBR;weekly;10/29/2011;11/04/2011;2011;11;44;10944;;;
United Kingdom;GBR;weekly;11/05/2011;11/11/2011;2011;11;45;10266;;;
United Kingdom;GBR;weekly;11/12/2011;11/18/2011;2011;11;46;10508;;;
United Kingdom;GBR;weekly;11/19/2011;11/25/2011;2011;11;47;10475;;;
United Kingdom;GBR;weekly;11/26/2011;12/02/2011;2011;12;48;10446;;;
United Kingdom;GBR;weekly;12/03/2011;12/09/2011;2011;12;49;11253;;;
United Kingdom;GBR;weekly;12/10/2011;12/16/2011;2011;12;50;11796;;;
United Kingdom;GBR;weekly;12/17/2011;12/23/2011;2011;12;51;12645;;;
United Kingdom;GBR;weekly;12/24/2011;12/30/2011;2011;12;52;9683;;;
United Kingdom;GBR;weekly;01/07/2012;01/13/2012;2012;1;2;12985;;;
United Kingdom;GBR;weekly;01/14/2012;01/20/2012;2012;1;3;11818;;;
United Kingdom;GBR;weekly;01/21/2012;01/27/2012;2012;1;4;11677;;;
United Kingdom;GBR;weekly;01/28/2012;02/03/2012;2012;2;5;11512;;;
United Kingdom;GBR;weekly;02/04/2012;02/10/2012;2012;2;6;11657;;;
United Kingdom;GBR;weekly;02/11/2012;02/17/2012;2012;2;7;11896;;;
United Kingdom;GBR;weekly;02/18/2012;02/24/2012;2012;2;8;12505;;;
United Kingdom;GBR;weekly;02/25/2012;03/02/2012;2012;3;9;12331;;;
United Kingdom;GBR;weekly;03/03/2012;03/09/2012;2012;3;10;11849;;;
United Kingdom;GBR;weekly;03/10/2012;03/16/2012;2012;3;11;11430;;;
United Kingdom;GBR;weekly;03/17/2012;03/23/2012;2012;3;12;11179;;;
United Kingdom;GBR;weekly;03/24/2012;03/30/2012;2012;3;13;10945;;;
United Kingdom;GBR;weekly;03/31/2012;04/06/2012;2012;4;14;9783;;;
United Kingdom;GBR;weekly;04/07/2012;04/13/2012;2012;4;15;11381;;;
United Kingdom;GBR;weekly;04/14/2012;04/20/2012;2012;4;16;12257;;;
United Kingdom;GBR;weekly;04/21/2012;04/27/2012;2012;4;17;11633;;;
United Kingdom;GBR;weekly;04/28/2012;05/04/2012;2012;5;18;11300;;;
United Kingdom;GBR;weekly;05/05/2012;05/11/2012;2012;5;19;10207;;;
United Kingdom;GBR;weekly;05/12/2012;05/18/2012;2012;5;20;11334;;;
United Kingdom;GBR;weekly;05/19/2012;05/25/2012;2012;5;21;11012;;;
United Kingdom;GBR;weekly;05/26/2012;06/01/2012;2012;6;22;10998;;;
United Kingdom;GBR;weekly;06/02/2012;06/08/2012;2012;6;23;7928;;;
United Kingdom;GBR;weekly;06/09/2012;06/15/2012;2012;6;24;11500;;;
United Kingdom;GBR;weekly;06/16/2012;06/22/2012;2012;6;25;10296;;;
United Kingdom;GBR;weekly;06/23/2012;06/29/2012;2012;6;26;10161;;;
United Kingdom;GBR;weekly;06/30/2012;07/06/2012;2012;7;27;10220;;;
United Kingdom;GBR;weekly;07/07/2012;07/13/2012;2012;7;28;9964;;;
United Kingdom;GBR;weekly;07/14/2012;07/20/2012;2012;7;29;9902;;;
United Kingdom;GBR;weekly;07/21/2012;07/27/2012;2012;7;30;10112;;;
United Kingdom;GBR;weekly;07/28/2012;08/03/2012;2012;8;31;10125;;;
United Kingdom;GBR;weekly;08/04/2012;08/10/2012;2012;8;32;10091;;;
United Kingdom;GBR;weekly;08/11/2012;08/17/2012;2012;8;33;10007;;;
United Kingdom;GBR;weekly;08/18/2012;08/24/2012;2012;8;34;10198;;;
United Kingdom;GBR;weekly;08/25/2012;08/31/2012;2012;8;35;8790;;;
United Kingdom;GBR;weekly;09/01/2012;09/07/2012;2012;9;36;10080;;;
United Kingdom;GBR;weekly;09/08/2012;09/14/2012;2012;9;37;9872;;;
United Kingdom;GBR;weekly;09/15/2012;09/21/2012;2012;9;38;10061;;;
United Kingdom;GBR;weekly;09/22/2012;09/28/2012;2012;9;39;10227;;;
United Kingdom;GBR;weekly;09/29/2012;10/05/2012;2012;10;40;10396;;;
United Kingdom;GBR;weekly;10/06/2012;10/12/2012;2012;10;41;10743;;;
United Kingdom;GBR;weekly;10/13/2012;10/19/2012;2012;10;42;10672;;;
United Kingdom;GBR;weekly;10/20/2012;10/26/2012;2012;10;43;10828;;;
United Kingdom;GBR;weekly;10/27/2012;11/02/2012;2012;11;44;10666;;;
United Kingdom;GBR;weekly;11/03/2012;11/09/2012;2012;11;45;10991;;;
United Kingdom;GBR;weekly;11/10/2012;11/16/2012;2012;11;46;11271;;;
United Kingdom;GBR;weekly;11/17/2012;11/23/2012;2012;11;47;11030;;;
United Kingdom;GBR;weekly;11/24/2012;11/30/2012;2012;11;48;10674;;;
United Kingdom;GBR;weekly;12/01/2012;12/07/2012;2012;12;49;11218;;;
United Kingdom;GBR;weekly;12/08/2012;12/14/2012;2012;12;50;11768;;;
United Kingdom;GBR;weekly;12/15/2012;12/21/2012;2012;12;51;12981;;;
United Kingdom;GBR;weekly;12/22/2012;12/28/2012;2012;12;52;9405;;;
United Kingdom;GBR;weekly;01/05/2013;01/11/2013;2013;1;2;14347;;;
United Kingdom;GBR;weekly;01/12/2013;01/18/2013;2013;1;3;12701;;;
United Kingdom;GBR;weekly;01/19/2013;01/25/2013;2013;1;4;12776;;;
United Kingdom;GBR;weekly;01/26/2013;02/01/2013;2013;2;5;12887;;;
United Kingdom;GBR;weekly;02/02/2013;02/08/2013;2013;2;6;12551;;;
United Kingdom;GBR;weekly;02/09/2013;02/15/2013;2013;2;7;12483;;;
United Kingdom;GBR;weekly;02/16/2013;02/22/2013;2013;2;8;12403;;;
United Kingdom;GBR;weekly;02/23/2013;03/01/2013;2013;3;9;12210;;;
United Kingdom;GBR;weekly;03/02/2013;03/08/2013;2013;3;10;12721;;;
United Kingdom;GBR;weekly;03/09/2013;03/15/2013;2013;3;11;12634;;;
United Kingdom;GBR;weekly;03/16/2013;03/22/2013;2013;3;12;12503;;;
United Kingdom;GBR;weekly;03/23/2013;03/29/2013;2013;3;13;10640;;;
United Kingdom;GBR;weekly;03/30/2013;04/05/2013;2013;4;14;12402;;;
United Kingdom;GBR;weekly;04/06/2013;04/12/2013;2013;4;15;13713;;;
United Kingdom;GBR;weekly;04/13/2013;04/19/2013;2013;4;16;13219;;;
United Kingdom;GBR;weekly;04/20/2013;04/26/2013;2013;4;17;12085;;;
United Kingdom;GBR;weekly;04/27/2013;05/03/2013;2013;5;18;11548;;;
United Kingdom;GBR;weekly;05/04/2013;05/10/2013;2013;5;19;10098;;;
United Kingdom;GBR;weekly;05/11/2013;05/17/2013;2013;5;20;11189;;;
United Kingdom;GBR;weekly;05/18/2013;05/24/2013;2013;5;21;10835;;;
United Kingdom;GBR;weekly;05/25/2013;05/31/2013;2013;5;22;9536;;;
United Kingdom;GBR;weekly;06/01/2013;06/07/2013;2013;6;23;10740;;;
United Kingdom;GBR;weekly;06/08/2013;06/14/2013;2013;6;24;10104;;;
United Kingdom;GBR;weekly;06/15/2013;06/21/2013;2013;6;25;10155;;;
United Kingdom;GBR;weekly;06/22/2013;06/28/2013;2013;6;26;9796;;;
United Kingdom;GBR;weekly;06/29/2013;07/05/2013;2013;7;27;9997;;;
United Kingdom;GBR;weekly;07/06/2013;07/12/2013;2013;7;28;9724;;;
United Kingdom;GBR;weekly;07/13/2013;07/19/2013;2013;7;29;9919;;;
United Kingdom;GBR;weekly;07/20/2013;07/26/2013;2013;7;30;9708;;;
United Kingdom;GBR;weekly;07/27/2013;08/02/2013;2013;8;31;9319;;;
United Kingdom;GBR;weekly;08/03/2013;08/09/2013;2013;8;32;9428;;;
United Kingdom;GBR;weekly;08/10/2013;08/16/2013;2013;8;33;9401;;;
United Kingdom;GBR;weekly;08/17/2013;08/23/2013;2013;8;34;9727;;;
United Kingdom;GBR;weekly;08/24/2013;08/30/2013;2013;8;35;8856;;;
United Kingdom;GBR;weekly;08/31/2013;09/06/2013;2013;9;36;10124;;;
United Kingdom;GBR;weekly;09/07/2013;09/13/2013;2013;9;37;9517;;;
United Kingdom;GBR;weekly;09/14/2013;09/20/2013;2013;9;38;9854;;;
United Kingdom;GBR;weekly;09/21/2013;09/27/2013;2013;9;39;10389;;;
United Kingdom;GBR;weekly;09/28/2013;10/04/2013;2013;10;40;10507;;;
United Kingdom;GBR;weekly;10/05/2013;10/11/2013;2013;10;41;10109;;;
United Kingdom;GBR;weekly;10/12/2013;10/18/2013;2013;10;42;10525;;;
United Kingdom;GBR;weekly;10/19/2013;10/25/2013;2013;10;43;10554;;;
United Kingdom;GBR;weekly;10/26/2013;11/01/2013;2013;11;44;10381;;;
United Kingdom;GBR;weekly;11/02/2013;11/08/2013;2013;11;45;10796;;;
United Kingdom;GBR;weekly;11/09/2013;11/15/2013;2013;11;46;10866;;;
United Kingdom;GBR;weekly;11/16/2013;11/22/2013;2013;11;47;10886;;;
United Kingdom;GBR;weekly;11/23/2013;11/29/2013;2013;11;48;10968;;;
United Kingdom;GBR;weekly;11/30/2013;12/06/2013;2013;12;49;11234;;;
United Kingdom;GBR;weekly;12/07/2013;12/13/2013;2013;12;50;11360;;;
United Kingdom;GBR;weekly;12/14/2013;12/20/2013;2013;12;51;11682;;;
United Kingdom;GBR;weekly;12/21/2013;12/27/2013;2013;12;52;7685;;;
United Kingdom;GBR;weekly;01/04/2014;01/10/2014;2014;1;2;13542;;;
United Kingdom;GBR;weekly;01/11/2014;01/17/2014;2014;1;3;12581;;;
United Kingdom;GBR;weekly;01/18/2014;01/24/2014;2014;1;4;11864;;;
United Kingdom;GBR;weekly;01/25/2014;01/31/2014;2014;1;5;11648;;;
United Kingdom;GBR;weekly;02/01/2014;02/07/2014;2014;2;6;11534;;;
United Kingdom;GBR;weekly;02/08/2014;02/14/2014;2014;2;7;11568;;;
United Kingdom;GBR;weekly;02/15/2014;02/21/2014;2014;2;8;11838;;;
United Kingdom;GBR;weekly;02/22/2014;02/28/2014;2014;2;9;11719;;;
United Kingdom;GBR;weekly;03/01/2014;03/07/2014;2014;3;10;11190;;;
United Kingdom;GBR;weekly;03/08/2014;03/14/2014;2014;3;11;11433;;;
United Kingdom;GBR;weekly;03/15/2014;03/21/2014;2014;3;12;11090;;;
United Kingdom;GBR;weekly;03/22/2014;03/28/2014;2014;3;13;10963;;;
United Kingdom;GBR;weekly;03/29/2014;04/04/2014;2014;4;14;11252;;;
United Kingdom;GBR;weekly;04/05/2014;04/11/2014;2014;4;15;10891;;;
United Kingdom;GBR;weekly;04/12/2014;04/18/2014;2014;4;16;9210;;;
United Kingdom;GBR;weekly;04/19/2014;04/25/2014;2014;4;17;10588;;;
United Kingdom;GBR;weekly;04/26/2014;05/02/2014;2014;5;18;11913;;;
United Kingdom;GBR;weekly;05/03/2014;05/09/2014;2014;5;19;9851;;;
United Kingdom;GBR;weekly;05/10/2014;05/16/2014;2014;5;20;10760;;;
United Kingdom;GBR;weekly;05/17/2014;05/23/2014;2014;5;21;10563;;;
United Kingdom;GBR;weekly;05/24/2014;05/30/2014;2014;5;22;9213;;;
United Kingdom;GBR;weekly;05/31/2014;06/06/2014;2014;6;23;10768;;;
United Kingdom;GBR;weekly;06/07/2014;06/13/2014;2014;6;24;10704;;;
United Kingdom;GBR;weekly;06/14/2014;06/20/2014;2014;6;25;10122;;;
United Kingdom;GBR;weekly;06/21/2014;06/27/2014;2014;6;26;10090;;;
United Kingdom;GBR;weekly;06/28/2014;07/04/2014;2014;7;27;9980;;;
United Kingdom;GBR;weekly;07/05/2014;07/11/2014;2014;7;28;9996;;;
United Kingdom;GBR;weekly;07/12/2014;07/18/2014;2014;7;29;10290;;;
United Kingdom;GBR;weekly;07/19/2014;07/25/2014;2014;7;30;10183;;;
United Kingdom;GBR;weekly;07/26/2014;08/01/2014;2014;8;31;10190;;;
United Kingdom;GBR;weekly;08/02/2014;08/08/2014;2014;8;32;10033;;;
United Kingdom;GBR;weekly;08/09/2014;08/15/2014;2014;8;33;10054;;;
United Kingdom;GBR;weekly;08/16/2014;08/22/2014;2014;8;34;10031;;;
United Kingdom;GBR;weekly;08/23/2014;08/29/2014;2014;8;35;9300;;;
United Kingdom;GBR;weekly;08/30/2014;09/05/2014;2014;9;36;10998;;;
United Kingdom;GBR;weekly;09/06/2014;09/12/2014;2014;9;37;10560;;;
United Kingdom;GBR;weekly;09/13/2014;09/19/2014;2014;9;38;10299;;;
United Kingdom;GBR;weekly;09/20/2014;09/26/2014;2014;9;39;10291;;;
United Kingdom;GBR;weekly;09/27/2014;10/03/2014;2014;10;40;10542;;;
United Kingdom;GBR;weekly;10/04/2014;10/10/2014;2014;10;41;10558;;;
United Kingdom;GBR;weekly;10/11/2014;10/17/2014;2014;10;42;10760;;;
United Kingdom;GBR;weekly;10/18/2014;10/24/2014;2014;10;43;11014;;;
United Kingdom;GBR;weekly;10/25/2014;10/31/2014;2014;10;44;10874;;;
United Kingdom;GBR;weekly;11/01/2014;11/07/2014;2014;11;45;11119;;;
United Kingdom;GBR;weekly;11/08/2014;11/14/2014;2014;11;46;11453;;;
United Kingdom;GBR;weekly;11/15/2014;11/21/2014;2014;11;47;10800;;;
United Kingdom;GBR;weekly;11/22/2014;11/28/2014;2014;11;48;11227;;;
United Kingdom;GBR;weekly;11/29/2014;12/05/2014;2014;12;49;11618;;;
United Kingdom;GBR;weekly;12/06/2014;12/12/2014;2014;12;50;12017;;;
United Kingdom;GBR;weekly;12/13/2014;12/19/2014;2014;12;51;13228;;;
United Kingdom;GBR;weekly;12/20/2014;12/26/2014;2014;12;52;8927;;;
United Kingdom;GBR;weekly;01/03/2015;01/09/2015;2015;1;2;18329;;;
United Kingdom;GBR;weekly;01/10/2015;01/16/2015;2015;1;3;16752;;;
United Kingdom;GBR;weekly;01/17/2015;01/23/2015;2015;1;4;15689;;;
United Kingdom;GBR;weekly;01/24/2015;01/30/2015;2015;1;5;14533;;;
United Kingdom;GBR;weekly;01/31/2015;02/06/2015;2015;2;6;13711;;;
United Kingdom;GBR;weekly;02/07/2015;02/13/2015;2015;2;7;13499;;;
United Kingdom;GBR;weekly;02/14/2015;02/20/2015;2015;2;8;13155;;;
United Kingdom;GBR;weekly;02/21/2015;02/27/2015;2015;2;9;13125;;;
United Kingdom;GBR;weekly;02/28/2015;03/06/2015;2015;3;10;12985;;;
United Kingdom;GBR;weekly;03/07/2015;03/13/2015;2015;3;11;12462;;;
United Kingdom;GBR;weekly;03/14/2015;03/20/2015;2015;3;12;12040;;;
United Kingdom;GBR;weekly;03/21/2015;03/27/2015;2015;3;13;11885;;;
United Kingdom;GBR;weekly;03/28/2015;04/03/2015;2015;4;14;10397;;;
United Kingdom;GBR;weekly;04/04/2015;04/10/2015;2015;4;15;11609;;;
United Kingdom;GBR;weekly;04/11/2015;04/17/2015;2015;4;16;13050;;;
United Kingdom;GBR;weekly;04/18/2015;04/24/2015;2015;4;17;12042;;;
United Kingdom;GBR;weekly;04/25/2015;05/01/2015;2015;5;18;11507;;;
United Kingdom;GBR;weekly;05/02/2015;05/08/2015;2015;5;19;10181;;;
United Kingdom;GBR;weekly;05/09/2015;05/15/2015;2015;5;20;11683;;;
United Kingdom;GBR;weekly;05/16/2015;05/22/2015;2015;5;21;11302;;;
United Kingdom;GBR;weekly;05/23/2015;05/29/2015;2015;5;22;9594;;;
United Kingdom;GBR;weekly;05/30/2015;06/05/2015;2015;6;23;11536;;;
United Kingdom;GBR;weekly;06/06/2015;06/12/2015;2015;6;24;10878;;;
United Kingdom;GBR;weekly;06/13/2015;06/19/2015;2015;6;25;10640;;;
United Kingdom;GBR;weekly;06/20/2015;06/26/2015;2015;6;26;10522;;;
United Kingdom;GBR;weekly;06/27/2015;07/03/2015;2015;7;27;10496;;;
United Kingdom;GBR;weekly;07/04/2015;07/10/2015;2015;7;28;10230;;;
United Kingdom;GBR;weekly;07/11/2015;07/17/2015;2015;7;29;10097;;;
United Kingdom;GBR;weekly;07/18/2015;07/24/2015;2015;7;30;10038;;;
United Kingdom;GBR;weekly;07/25/2015;07/31/2015;2015;7;31;9850;;;
United Kingdom;GBR;weekly;08/01/2015;08/07/2015;2015;8;32;10141;;;
United Kingdom;GBR;weekly;08/08/2015;08/14/2015;2015;8;33;10366;;;
United Kingdom;GBR;weekly;08/15/2015;08/21/2015;2015;8;34;10362;;;
United Kingdom;GBR;weekly;08/22/2015;08/28/2015;2015;8;35;10218;;;
United Kingdom;GBR;weekly;08/29/2015;09/04/2015;2015;9;36;9179;;;
United Kingdom;GBR;weekly;09/05/2015;09/11/2015;2015;9;37;10531;;;
United Kingdom;GBR;weekly;09/12/2015;09/18/2015;2015;9;38;10385;;;
United Kingdom;GBR;weekly;09/19/2015;09/25/2015;2015;9;39;10821;;;
United Kingdom;GBR;weekly;09/26/2015;10/02/2015;2015;10;40;10722;;;
United Kingdom;GBR;weekly;10/03/2015;10/09/2015;2015;10;41;11103;;;
